id,title,main_artist,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year
4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,0.762,0.508,3,-9.112,1,0.0584,0.00126,0.16,0.37,93.51,302347,4,2019
49KVrwFWzaOnbdvwiY6nOW,Cape Cod Kwassa Kwassa,Vampire Weekend,0.853,0.515,2,-7.134,1,0.843,0.0652,0.127,0.751,104.999,214707,4,2019
56J3LeDlMYgtyoj3LIZWGQ,Long Day Home,Time for T,0.431,0.681,6,-6.174,0,0.159,3.1e-06,0.145,0.526,100.785,264978,4,2019
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Kali Uchis,0.558,0.559,6,-9.222,1,0.371,7.49e-06,0.109,0.62,78.558,180387,4,2019
4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,0.905,0.389,8,-14.505,1,0.74,0.162,0.106,0.196,120.046,193143,4,2019
4L7jMAP8UcIe309yQmkdcO,Lost,Frank Ocean,0.913,0.603,8,-4.892,1,0.0272,0.000503,0.167,0.497,123.061,234093,4,2019
1It1TxBK3xIQAB4xJkPevn,Blue Lights,Jorja Smith,0.692,0.57,7,-8.077,1,0.666,0.0,0.107,0.309,91.917,250454,4,2019
5GbVzc6Ex5LYlLJqzRQhuy,Mystery of Love,Sufjan Stevens,0.365,0.273,4,-16.526,0,0.94,0.431,0.109,0.238,132.285,248960,5,2019
6zWU7YALeEDMcPGhKKZJhV,Navajo,Masego,0.567,0.593,6,-7.404,0,0.117,1.32e-06,0.248,0.358,88.545,194157,4,2019
5WB0mgQhlXV3wrb4RXwYy0,Maria,Time for T,0.653,0.573,8,-7.294,1,0.619,1.44e-05,0.253,0.512,128.655,263693,4,2019
3g86N0SqyfxEVNMHlmW3RE,Busy Earnin',Jungle,0.457,0.883,10,-5.61,0,0.209,5.11e-06,0.0912,0.736,99.937,181773,4,2019
5ydb0ngKg248ofPWXSFjpG,Big Smoke,Tash Sultana,0.673,0.55,2,-6.595,1,0.0324,0.00319,0.06,0.54,129.982,238784,4,2019
51rPRW8NjxZoWPPjnRGzHw,Tadow,FKJ,0.704,0.487,9,-6.407,0,0.669,8.64e-05,0.111,0.313,121.726,301893,4,2019
6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,Frank Ocean,0.701,0.417,6,-7.818,0,0.0888,0.000648,0.375,0.186,95.003,194840,4,2019
5nF6drlQTtXc5iThQoyONB,Happy Man,Jungle,0.594,0.516,9,-7.848,0,0.198,2.99e-05,0.0736,0.154,108.018,191530,4,2019
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",Mark Ronson,0.394,0.661,4,-8.684,1,0.0101,0.0,0.343,0.335,149.822,260987,4,2019
3oSnMDaL0WsWyp2Gy80ulq,Blackbird,Fat Freddy's Drop,0.72,0.791,7,-6.902,0,0.0377,0.73,0.504,0.535,95.01,567459,4,2019
30Jf4qTyfEJWDZj5VgIti5,Papaya,Yiuliusly,0.799,0.491,10,-16.426,1,0.0783,0.0277,0.106,0.0364,110.01,218227,4,2019
7dQFpbs34ufIEU745DVclf,Aute Cuture,ROSALÍA,0.747,0.643,7,-6.991,1,0.0756,0.00894,0.355,0.538,99.981,147626,4,2019
3CgZCQyuyxHRMWB9BTwmni,Swim Good,Frank Ocean,0.653,0.668,0,-8.183,1,0.00116,0.00269,0.0731,0.711,160.048,257187,4,2019
7BB2ht9dfciuMQ1rFPaooo,Doce,Boogarins,0.537,0.661,11,-7.283,1,0.00478,5.55e-05,0.288,0.462,119.988,297253,4,2019
02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,De La Soul,0.802,0.607,11,-11.028,0,0.205,0.000748,0.246,0.274,96.916,261881,4,2019
7ybmDcZMQhv8JdPEQoe48i,Dia Mau,Ornatos Violeta,0.599,0.851,2,-4.586,1,0.216,0.0,0.0695,0.656,82.997,171933,4,2019
6zfczP87XO2SxWlQtnjFNa,The Look,Metronomy,0.638,0.535,9,-7.792,0,0.623,0.0391,0.0837,0.504,84.947,277653,4,2019
5sDxIlinyY5NL7HIt1XJ1j,Talk It Out,Tash Sultana,0.381,0.897,11,-4.092,1,0.0681,0.0321,0.163,0.532,89.157,190726,4,2019
0fIFjeeLJjIBliWUCsxyMF,Teenage Fantasy,Jorja Smith,0.583,0.677,4,-10.21,0,0.47,0.193,0.43,0.495,176.119,226906,4,2019
5vdvIiHWaljPVkmq6AgWdr,The Letter,Xavier Rudd,0.479,0.435,4,-11.019,0,0.635,0.0215,0.101,0.408,96.125,252400,4,2019
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.328,0.13,0.1,0.562,135.128,194088,4,2019
6ElSiKL8Pj6ly2gxYNGAQ8,Artemísia,Carne Doce,0.707,0.6,4,-7.384,1,0.108,0.518,0.103,0.349,112.033,252347,4,2019
6Y7Md7FWqDvWxu4jK6pM9K,Can't Buy Happiness,Tash Sultana,0.385,0.231,8,-10.612,0,0.858,0.00321,0.108,0.166,100.95,191760,4,2019
33wUd3GgaRf2rux2aJ71yb,Casio,Jungle,0.816,0.492,10,-7.464,0,0.431,0.0899,0.0995,0.766,115.989,234370,4,2019
7gARZ2i5u5DHC1b1n1fML5,Breezeblocks,alt-J,0.569,0.645,5,-7.368,1,0.118,0.00114,0.146,0.247,74.985,227080,4,2019
6Bqn71zg1dznO7Ck8ykEWc,Jazz,Mick Jenkins,0.636,0.61,8,-9.665,1,0.25,0.000121,0.113,0.296,125.227,260160,3,2019
79OKfIXCPbNhZa3h1ZREag,Where Did I Go?,Jorja Smith,0.714,0.59,5,-9.849,1,0.365,0.167,0.0844,0.357,97.048,191992,4,2019
0Gpq0lllEPZf98gVo9C4uS,"Heavy, California",Jungle,0.674,0.713,6,-7.46,0,0.0733,0.139,0.169,0.704,111.017,184600,4,2019
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",Bruno Mars,0.715,0.655,0,-6.425,1,0.0525,0.0,0.115,0.531,95.078,207333,4,2019
5G27k001keXAIOjiFbzgBV,Eyes,Time for T,0.576,0.706,2,-7.868,1,0.58,0.0,0.0933,0.702,126.323,215975,3,2019
4ywIrrFcXcD8DTn3EuGYxd,Cigarettes,Tash Sultana,0.557,0.753,11,-5.052,0,0.032,6.86e-05,0.0598,0.562,158.023,322716,4,2019
2Kerz9H9IejzeIpjhDJoYG,Love,Lana Del Rey,0.527,0.366,10,-10.943,1,0.487,0.0023,0.11,0.234,98.994,272743,4,2019
36ylLzMtvJ2CItc7bN4TcF,Taro,alt-J,0.35,0.476,5,-10.653,1,0.765,0.0039,0.0785,0.293,171.938,314987,4,2019
1DohFoARZHxECacSWRYyjT,Fortune Teller,Xavier Rudd,0.6,0.608,11,-9.378,0,0.521,0.454,0.628,0.571,122.175,207093,4,2019
44GokgCa37BTZP2NU2zkoJ,Shutdown,Skepta,0.656,0.746,7,-4.716,1,0.126,0.0,0.508,0.824,104.044,188939,3,2019
1zZ7vl1amOLI4GE5oUn0YB,BAGDAD - Cap.7: Liturgia,ROSALÍA,0.707,0.36,0,-8.89,0,0.737,6.97e-05,0.0977,0.358,80.055,182657,4,2019
7ADcBtMDWTDWAUyR3IFquc,Polly,Whitney,0.565,0.306,2,-6.797,1,0.91,0.101,0.312,0.247,77.181,206027,4,2019
1vSZ2puc41FJ2G5rldNMAr,Sweet Rita,Zanibar Aliens,0.319,0.801,9,-9.54,1,0.00472,0.019,0.298,0.598,146.988,317525,4,2019
4MlfMyLq5REr81WoHM6y0N,Calabria 2008,Natasja,0.874,0.753,10,-8.347,0,0.0633,0.000268,0.0629,0.816,126.057,225933,4,2019
1ulmJh7abgw27HTLIyfDSS,BLACK EFFECT,The Carters,0.498,0.688,8,-6.58,1,0.18,0.0,0.481,0.507,147.899,315040,4,2019
4QC2qwMNurhQBdBK48CITo,Faço as Vontades,Capitão Fausto,0.729,0.616,5,-5.485,1,0.435,0.0,0.08,0.914,76.568,219902,4,2019
7N1VErmrppfbg9HflmxuD0,Breeze - Live,Xavier Rudd,0.703,0.319,10,-9.781,1,0.221,8.76e-05,0.973,0.305,132.709,374096,4,2019
60XsYJvosWIES45lrR72pB,Recomeçar,Tim Bernardes,0.315,0.181,0,-10.321,1,0.944,8.22e-05,0.0821,0.152,100.737,235443,3,2019
0PB8KUQHpc7GveSOaWhGwb,No Diggity,Chet Faker,0.575,0.77,2,-4.795,0,0.678,0.00122,0.116,0.468,160.006,221533,4,2019
6twQJ2KMwNzODCY0HzXP2E,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",ALISA UENO,0.699,0.7,11,-5.704,1,0.0109,0.0794,0.152,0.3,102.023,184880,4,2019
2fdxBYPXRaNEh6o4ah9qgp,Keep It Simple,Xavier Rudd,0.565,0.713,0,-9.177,1,0.541,0.073,0.0896,0.748,136.071,298445,4,2019
6BoXcNAjYwddyg9oKLpfvv,Honey Bones,DOPE LEMON,0.549,0.668,0,-4.483,0,0.173,0.0212,0.282,0.0854,104.016,325827,4,2019
3onYsieuDICdVt5ULZSExF,Barefoot In The Park (feat. ROSALÍA),ROSALÍA,0.558,0.632,9,-8.339,0,0.832,0.105,0.198,0.519,161.764,211200,4,2019
2212oBX0YELcs0sr6DqGer,Music & Me,Nate Dogg,0.905,0.414,8,-8.112,0,0.105,0.000366,0.0914,0.758,99.133,240627,4,2019
3oxGtOS3Z3H6gfsWFDdTSg,Let Me Be,Xavier Rudd,0.563,0.496,2,-9.252,1,0.665,0.000615,0.119,0.617,92.372,251995,4,2019
6xe8Sx5h8MYL3ZD5totFZT,Horchata,Vampire Weekend,0.835,0.787,0,-7.078,1,0.0741,0.0,0.294,0.827,120.0,206733,4,2019
6QpZXzHcOgXK41Y3YCx203,Little Lies,ODIE,0.34,0.294,2,-15.989,1,0.593,0.68,0.0944,0.136,83.938,220008,4,2019
3KLtM4rOQwmZoLTiyXEfur,Chaga,Ornatos Violeta,0.407,0.917,4,-5.121,0,0.193,0.000153,0.111,0.419,174.054,182360,4,2019
1Pw8akFkotfgXCJJShq7oh,Postal dos correios,Rio Grande,0.691,0.337,7,-7.881,1,0.494,0.0,0.123,0.561,113.364,161333,4,2019
0YDMGiwxjDbZwqtCnkDHot,Telefono,Phoenix,0.655,0.512,8,-10.07,1,0.128,0.00328,0.068,0.512,121.058,225400,4,2019
7yZTPEXSUqWw7sEYKKDv2N,Every Single Thing,HOMESHAKE,0.816,0.255,6,-10.016,0,0.774,0.00684,0.114,0.323,89.922,155528,4,2019
0cLS7FslBJgsuWwJNRnPWB,Doin' Time,Lana Del Rey,0.621,0.692,7,-5.837,0,0.336,0.000458,0.0877,0.446,144.968,201997,4,2019
2xar08Fq5xra2KKZs5Bw9j,I've Got a Woman,Ray Charles,0.556,0.61,9,-4.729,1,0.833,2.22e-06,0.258,0.665,199.373,171467,4,2019
6hGHoh4SehJPBLRheHMVm6,Comfortable In My Skin,Xavier Rudd,0.486,0.281,11,-7.593,1,0.614,8.95e-06,0.145,0.446,107.618,192885,4,2019
7C3KqkEC6dndggv3ncJPjz,What Is Jazz,Club des Belugas,0.828,0.769,6,-9.497,1,0.41,0.00743,0.0915,0.813,129.988,315960,4,2019
32sBVB5HmrwJ6e9g0S2BRL,Damselfly,Tom Misch,0.82,0.596,11,-7.539,1,0.517,0.00159,0.358,0.54,94.968,172653,4,2019
7AluhhfZ0AO0Zw8MoUstzN,Venice Bitch,Lana Del Rey,0.388,0.296,9,-13.04,0,0.916,0.267,0.105,0.294,78.785,576346,4,2019
4XrIOcnjqMvkGRjeJ9SMN7,Pensa Na Oji,Dino d'Santiago,0.669,0.584,1,-10.32,0,0.651,0.0,0.311,0.74,94.953,212040,3,2019
6HpgdL4zUpuyXCzvAhgR5a,QUE NO SALGA LA LUNA - Cap.2: Boda,ROSALÍA,0.625,0.655,9,-5.992,0,0.763,0.000126,0.378,0.485,121.075,269539,3,2019
3LA7ZaQVcRDV5OKh8R7tbj,Que Estrago,Letrux,0.755,0.703,1,-7.262,1,0.0702,0.00575,0.166,0.418,96.996,249343,4,2019
7FNZKo3auqon1MJXeudbHI,No Woman No Cry - Live,Xavier Rudd,0.598,0.4,4,-10.177,1,0.654,0.00345,0.694,0.359,94.728,326245,4,2019
0DJBgBiYeSn6n1AXAkFVE8,I Am,Jorja Smith,0.601,0.583,8,-5.725,0,0.144,9.73e-05,0.183,0.32,148.785,208760,4,2019
5uIRujGRZv5t4fGKkUTv4n,Feeling Lonely,boy pablo,0.635,0.537,6,-10.45,0,0.014,3.72e-05,0.103,0.885,117.942,197947,4,2019
4OoVWF7lPUyq7yQgl1icvv,Me n U,Trombone de Frutas,0.432,0.254,0,-10.855,1,0.894,0.585,0.105,0.157,110.763,237540,4,2019
3A1NvmCEELpPD1mBotXokL,Butterfly,Xavier Rudd,0.563,0.313,0,-14.509,1,0.876,0.139,0.398,0.325,120.282,130216,4,2019
3HNKZy1An5Jlnb02lcV2yd,Southern Nights,Whitney,0.568,0.295,7,-7.867,0,0.993,0.499,0.14,0.43,84.225,212622,4,2019
2om86fvyOE6GGtubpMkZpC,Gi' mig Danmark tilbage,Natasja,0.782,0.812,11,-2.185,0,0.027,0.0,0.081,0.772,80.03,213293,4,2019
0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),The Weeknd,0.504,0.655,0,-8.644,0,0.604,0.00193,0.364,0.262,99.982,264066,4,2019
49sqQIS868rKIy5NBUmJV6,The Heat,Jungle,0.649,0.878,5,-7.754,0,0.277,0.154,0.424,0.645,109.984,196053,4,2019
