id,title,main_artist,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year
3Fy0E4ABM3eWKFROMYiegs,Lovely Rita - Remastered,The Beatles,0.61,0.471,8,-9.151,0,0.0634,0.0,0.118,0.63,87.379,162093,4,2017
4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,Daft Punk,0.769,0.813,0,-5.9,0,0.429,0.0,0.0952,0.567,92.985,269187,4,2017
0gOmm8kG1t674vHcRIjHnE,10 Feet Tall,Fat Freddy's Drop,0.828,0.38,7,-10.047,0,0.131,0.553,0.201,0.406,126.342,325510,4,2017
0ZjhezRDgMrEpj5YV3VlkG,Slow Sips,Kyle Lionhart,0.33,0.188,3,-14.328,1,0.898,1.19e-05,0.0915,0.0848,82.192,268636,1,2017
754w4HeOR2R6Si4UmQB8tv,Andei Só - Ao Vivo,Natiruts,0.585,0.622,1,-6.865,0,0.207,0.0,0.83,0.612,145.954,263107,4,2017
7kTvXtMERxvwCGcWv68ssH,Sweat (A La La La La Long),Inner Circle,0.787,0.79,0,-6.649,1,0.0166,0.0,0.18,0.948,173.032,226547,4,2017
1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,0.554,0.932,5,-3.424,0,0.00154,0.000142,0.425,0.478,112.49,242280,4,2017
1LfWibYjk0TD8YNPtzym9A,33 “GOD”,Bon Iver,0.52,0.389,4,-10.476,1,0.83,0.0265,0.0937,0.326,133.113,213000,4,2017
4JIjgTMy0SnBLbYQ9NYaAx,Protagonista,Dillaz,0.785,0.537,8,-8.722,0,0.211,0.0,0.0975,0.298,94.988,242526,4,2017
7uS3slHwc2pm6OfHWUqL2B,Meu Reggae é Roots - Ao Vivo,Natiruts,0.703,0.617,6,-7.363,1,0.195,4.96e-05,0.0973,0.636,138.93,198947,4,2017
6m2LNopVJKsvBB9l7Z1rwn,Olha a Explosão,MC Kevinho,0.774,0.611,6,-2.883,1,0.109,0.0,0.0805,0.388,89.995,161593,4,2017
3eFepXGITXNDXXHUNqouxi,Shake Me Down,Cage The Elephant,0.457,0.613,9,-5.756,1,0.00463,0.000441,0.0711,0.132,105.11,211373,4,2017
4fi4IPVk7jPB3Nlr2Rea4U,Se Me Deixasses Ser,Tiago Bettencourt,0.737,0.418,4,-10.475,1,0.49,0.173,0.0588,0.518,145.019,240042,4,2017
3Q3LbqfjDhWjmyYeirHfDe,Third of May / Ōdaigahara - Edit,Fleet Foxes,0.256,0.513,10,-6.04,0,0.0244,0.0028,0.127,0.415,142.293,242990,3,2017
29uxFLJJpLPjjRP3bfoOxg,Class A Girl,Kyle Lionhart,0.456,0.4,8,-10.638,0,0.569,0.000431,0.232,0.266,58.564,232525,4,2017
6PWiF46l1dqUm45wSI1x2f,Wandering Eye - Radio Edit,Fat Freddy's Drop,0.861,0.466,11,-7.108,0,0.0441,0.000108,0.14,0.419,119.609,305800,4,2017
1G7NzXToHua1dlHnZQjPP3,És Onde Quero Estar,Mind da Gap,0.51,0.845,5,-6.139,1,0.0133,0.0,0.2,0.607,119.964,315707,3,2017
01a0J96fRD91VnjQQUCqMK,The Kids Aren't Alright,The Offspring,0.527,0.941,1,-4.213,1,0.00594,2.89e-05,0.0641,0.793,99.636,180160,4,2017
0Tl84qfow6Dv0PM60zoBhb,La Bomba,azul azul,0.923,0.768,1,-7.321,1,0.119,0.0,0.0689,0.96,94.013,123960,4,2017
53L6A3I9vf7rgEZnMzx54E,Mountain at My Gates,Foals,0.495,0.931,2,-5.336,0,0.0025,0.0783,0.246,0.617,104.05,244293,4,2017
4VZM71F8XAoLRuNyNLxwWS,29 #Strafford APTS,Bon Iver,0.304,0.229,4,-14.678,1,0.971,0.408,0.109,0.155,80.118,245200,4,2017
46b2AUzUJRxugOJeAgc8LM,Manto de Água,Ana Moura,0.531,0.673,2,-4.447,1,0.31,0.0,0.0675,0.378,137.651,248874,4,2017
2OC6drvbkFDGyPs6e1B2WF,Fool's Errand,Fleet Foxes,0.367,0.487,9,-6.447,0,0.599,0.0747,0.107,0.0788,111.817,288413,4,2017
62hLOAVwp0V2aFuT7sEQC9,Sonho Meu,Mariene De Castro,0.585,0.444,8,-8.805,1,0.638,4.92e-06,0.122,0.442,148.05,228720,4,2017
03m03OVQGPuzt8Rw2r0a7t,Do You Hear The People Sing?,Les Misérables Cast,0.385,0.393,0,-10.326,1,0.891,0.0,0.104,0.541,78.843,123160,4,2017
1b8Zlu3aMVxEbyeospYPrK,Helplessness Blues,Fleet Foxes,0.325,0.46,8,-7.226,1,0.0849,3.6e-06,0.103,0.206,124.864,303387,3,2017
3u9fHuAtjMY1RW2mZfO4Cf,Gangsta's Paradise (feat. L.V.),L.V.,0.641,0.63,8,-6.393,1,0.0372,0.0,0.4,0.415,79.955,241933,4,2017
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.607,0.000464,0.0986,0.201,107.989,258987,4,2017
7lGTyU8I09oHFbsRJu3yHk,Sonhar Nesta Vida,Dillaz,0.751,0.501,9,-11.106,0,0.525,7.17e-06,0.0972,0.275,109.915,241091,4,2017
2xwzbQYqTZzO6RvkfHQCBk,Partimos a Pedra,Tiago Bettencourt,0.617,0.691,2,-7.652,0,0.252,0.49,0.291,0.778,158.018,194132,4,2017
0h5m65o5KnMFB4Gq47mbKt,Candy Shop,Olivia,0.619,0.578,11,-8.002,1,0.0214,3.37e-05,0.387,0.731,123.719,208144,5,2017
27B0euJAGD9nhHkIPmY6kk,Sorte Grande,Lúcia Moniz,0.518,0.532,0,-8.278,1,0.413,9.12e-06,0.127,0.342,150.123,215307,4,2017
4sSWukSIqnxnUmvvA7ucFN,Whole Wide World - Unpeeled,Cage The Elephant,0.405,0.751,5,-3.608,1,0.377,0.0,0.0958,0.762,120.826,205707,4,2017
4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Daddy Yankee,0.66,0.786,2,-4.757,1,0.209,0.0,0.112,0.846,177.833,228200,4,2017
4Kvg5mmJNW048uhPpr81k1,Garota de Ipanema,Pado Bros and Claryce,0.803,0.679,0,-6.828,1,0.497,0.000317,0.106,0.876,134.889,250032,4,2017
1rk9eGO7AkPX1oafUuOnGs,Blue Ridge Mountains,Fleet Foxes,0.524,0.446,8,-7.823,0,0.688,0.000745,0.101,0.272,97.856,265773,4,2017
2jTidefcsTu6VQhpIImJrt,All I Want,Kodaline,0.209,0.412,0,-9.733,1,0.172,0.15,0.0843,0.162,86.26,305747,3,2017
0o21KBZdbK4M0iY3mBwVmm,Trevo (Tu),Diogo Piçarra,0.599,0.461,10,-7.998,1,0.776,0.0,0.0969,0.467,99.766,206521,4,2017
1DI96QeWKpB5h8gayx4Cqn,Clean The House,Fat Freddy's Drop,0.794,0.632,9,-6.305,0,0.0638,0.457,0.136,0.228,81.004,254112,4,2017
6IfgqeI5iCAk105wZZwt1p,Quebramos os Dois,Toranja,0.389,0.203,7,-12.968,1,0.9,0.000283,0.0592,0.0372,97.763,255640,1,2017
3z7quP9A9iNsTiwGeutzV6,Fado Toninho,Deolinda,0.692,0.21,0,-9.525,1,0.865,0.0,0.16,0.743,77.878,127400,4,2017
2CjGCepEkmxYIKt4onadvo,Chuva no mar (feat. Marisa Monte),Marisa Monte,0.512,0.19,9,-13.266,1,0.831,0.0,0.277,0.281,131.39,204533,3,2017
6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,Frank Ocean,0.701,0.417,6,-7.818,0,0.0888,0.000648,0.375,0.186,95.003,194840,4,2018
0tCcebB7qaXD0QnwLMoYyN,1995-12-16,Sam The Kid,0.543,0.829,3,-6.147,0,0.336,0.0,0.326,0.712,98.295,474044,4,2018
6t1ahr2f1t9iSjjNFwFb4C,Jungle,Tash Sultana,0.589,0.699,1,-5.883,0,0.285,8.11e-05,0.0881,0.496,145.997,315603,4,2018
6bWBk9yZLG6xHgRgEtMqhZ,Sina,Banda Maré,0.62,0.588,1,-8.086,1,0.735,0.0,0.12,0.571,76.921,170201,4,2018
2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,0.706,0.483,1,-7.929,1,0.547,1.94e-06,0.136,0.663,92.002,331827,4,2018
2GVwuofy6XO75DuNAHHh52,Pagode,Wet Bed Gang,0.553,0.858,4,-4.06,0,0.397,0.0,0.251,0.64,91.809,217400,4,2018
0R4ZIyB0wMl4rVN8MLZsbk,Get Low,James Vincent McMorrow,0.466,0.213,9,-13.168,0,0.287,0.00464,0.115,0.155,75.015,250480,4,2018
10iGL6nwofLeMj8CbhHs4r,Como Tu,Filipe Gonçalves,0.698,0.49,8,-6.785,0,0.773,0.0,0.137,0.729,175.979,275973,4,2018
7gARZ2i5u5DHC1b1n1fML5,Breezeblocks,alt-J,0.569,0.645,5,-7.368,1,0.118,0.00114,0.146,0.247,74.985,227080,4,2018
4bI8a3bXcI0CIobu3M0F3W,Lately (feat. Bugus & Musa),Musa,0.793,0.529,10,-7.18,0,0.00537,0.0,0.101,0.425,134.945,216947,4,2018
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",Mark Ronson,0.394,0.661,4,-8.684,1,0.0101,0.0,0.343,0.335,149.822,260987,4,2018
6Bqn71zg1dznO7Ck8ykEWc,Jazz,Mick Jenkins,0.636,0.61,8,-9.665,1,0.25,0.000121,0.113,0.296,125.227,260160,3,2018
2amvxFXHEaSVcqm0kVFh3C,Juventude (É Mentalidade),Sam The Kid,0.669,0.604,9,-6.051,1,0.591,0.0,0.333,0.685,96.052,338187,4,2018
0NnVzBW6TJLaEzcyXjqRDH,Mystik,Tash Sultana,0.548,0.699,2,-7.149,0,0.0223,0.000392,0.0903,0.308,132.798,249296,4,2018
5cbHsv9rP4bjUFslWAt5pF,Sally,Bibi Bourelly,0.681,0.845,6,-2.851,0,0.0803,0.0,0.0593,0.927,78.952,172667,4,2018
5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,Frank Ocean,0.721,0.339,0,-11.195,1,0.409,0.00153,0.0973,0.2,129.83,200747,4,2018
2212oBX0YELcs0sr6DqGer,Music & Me,Nate Dogg,0.905,0.414,8,-8.112,0,0.105,0.000366,0.0914,0.758,99.133,240627,4,2018
73nNXl2PZ1Z6j2pbfl8N8R,Ouvi Dizer,Ornatos Violeta,0.526,0.54,4,-6.587,1,0.485,0.0,0.0962,0.384,82.021,230907,4,2018
6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,J. Cole,0.504,0.705,6,-8.205,0,0.0752,0.0,0.128,0.584,175.483,239320,4,2018
6m3ZXs465Rt4Tc1iiLktXL,Broad Shoulders (feat. Chance the Rapper),Chance the Rapper,0.6,0.524,0,-9.297,1,0.822,3.29e-05,0.104,0.449,127.5,227264,4,2018
2sp1sYK2DsxYNvpL1qqrJR,Música,Piruka,0.415,0.56,4,-8.41,0,0.396,0.00521,0.0596,0.431,87.514,228908,4,2018
6ZygaqgtPkiahkiYJhYWhn,Seaside,The Kooks,0.629,0.422,10,-8.542,0,0.705,0.0,0.124,0.325,129.456,99227,4,2018
2T5PIh91ZqVf5FJyfhpUtx,Elas,Regula,0.656,0.551,9,-7.748,0,0.645,0.000848,0.0744,0.391,150.023,223600,4,2018
657PnIhav52kIsVGik3diB,Retrospectiva de um amor profundo,Sam The Kid,0.717,0.534,2,-7.112,0,0.737,0.0,0.122,0.71,94.692,474462,4,2018
4hmbwcUs392W3YQzpO0fcj,Notion,Tash Sultana,0.504,0.422,4,-6.58,0,0.391,0.00877,0.184,0.0735,121.979,341000,4,2018
1G7NzXToHua1dlHnZQjPP3,És Onde Quero Estar,Mind da Gap,0.51,0.845,5,-6.139,1,0.0133,0.0,0.2,0.607,119.964,315707,3,2018
0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,0.613,0.667,5,-8.517,0,0.00171,0.00361,0.0752,0.674,79.898,257187,4,2018
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,0.612,0.807,10,-2.81,1,0.0495,0.0177,0.101,0.398,124.053,240400,4,2018
36ylLzMtvJ2CItc7bN4TcF,Taro,alt-J,0.35,0.476,5,-10.653,1,0.765,0.0039,0.0785,0.293,171.938,314987,4,2018
1xCkZYGKDv7ELjSlIKedOy,No Diggity,Chet Faker,0.672,0.506,2,-12.013,0,0.589,2.38e-05,0.0925,0.5,79.974,225000,4,2018
6BNjBvD32DYE0MuQ2vxvHv,Olha para Tras,Sp Deville,0.516,0.839,8,-4.409,0,0.00677,0.0156,0.134,0.557,166.095,313111,4,2018
3fCicSFX1SFnFK8sfRdArh,Liquor Locker,Vic Mensa,0.559,0.437,6,-7.086,0,0.0542,0.0,0.0551,0.485,79.806,258120,4,2018
66UVpCZ5aH3VV3Ic3PBUrP,Shameless,The Weeknd,0.602,0.559,6,-8.277,1,0.121,0.0,0.107,0.252,100.021,253507,4,2018
6q33G2zCc9Ai7jWTGw81bh,Portus Calle,Slow J,0.775,0.604,1,-7.317,1,0.242,1.21e-06,0.0746,0.881,87.686,191032,4,2018
1pkD31Pt5ZNW3N9v2cFMzc,Subirusdoistiozin,Criolo,0.717,0.501,1,-7.654,1,0.0483,0.0017,0.308,0.568,172.785,212184,4,2018
006pMMCuRo2TFjh8sNGSov,"Dias De Luta, Dias De Gloria",Charlie Brown Jr.,0.346,0.433,3,-10.602,0,0.888,0.0,0.101,0.768,77.963,145467,3,2018
2lZJb2QIvWzM3w7aLIcyD4,Rosas,Regula,0.611,0.539,0,-6.829,0,0.0517,0.000116,0.0795,0.271,80.018,249573,4,2018
4L7jMAP8UcIe309yQmkdcO,Lost,Frank Ocean,0.913,0.603,8,-4.892,1,0.0272,0.000503,0.167,0.497,123.061,234093,4,2018
7GQZ0EVbfUsKPfBIUmcRVF,Murder to the Mind,Tash Sultana,0.568,0.694,10,-5.657,0,0.0916,0.00233,0.145,0.577,86.968,258004,4,2018
0RmNl17nbxnLla2z9JZggz,Bazamos ou ficamos?,Mind da Gap,0.79,0.76,4,-5.895,0,0.244,0.0,0.526,0.922,92.084,266307,4,2018
0NeJjNlprGfZpeX2LQuN6c,River,Leon Bridges,0.658,0.179,8,-10.866,1,0.689,0.0,0.17,0.191,128.128,238560,4,2018
6oYZKdiM93sr0nKgBQADn2,Baby Meet My Lover.,Phony Ppl,0.763,0.419,4,-9.292,0,0.245,0.00388,0.563,0.225,100.999,339920,4,2018
1gqsdl891sEVlHjaV1bTR6,Society,Eddie Vedder,0.635,0.33,11,-10.788,0,0.898,0.000452,0.113,0.317,80.901,236307,4,2018
74utSUgzHXbskV9KzTq8ww,Quem Quer Fumar com o B Fachada,B Fachada,0.648,0.435,6,-14.498,1,0.276,0.239,0.11,0.584,85.977,230800,4,2018
3SEZgDncfa1sqjThdI9JcJ,Angles (feat. Noname & Xavier Omär),Xavier Omär,0.598,0.548,0,-9.317,1,0.57,0.0,0.138,0.347,135.034,263087,4,2018
2ZHF5RmjHVEbwhFO0TAGBT,Voodoo,Filipe Gonçalves,0.631,0.328,9,-10.731,1,0.902,0.0,0.119,0.146,86.967,290736,4,2018
5umDTXkupgkI5wNcG8dHvO,Saíste,Cálculo,0.491,0.556,11,-9.749,0,0.237,0.0,0.169,0.695,96.722,191663,4,2018
0qLt7pQhm8LDxFgI0YXdlY,Heavenly Father,Isaiah Rashad,0.608,0.676,1,-7.56,1,0.212,0.0,0.347,0.57,80.939,260632,4,2018
6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,0.776,0.503,0,-5.732,0,0.874,0.0,0.112,0.473,110.134,210285,4,2018
7n0OAb9pyMzUKCp7LpONFT,Lá Vem Você,Criolo,0.749,0.589,2,-6.274,1,0.675,0.000216,0.109,0.957,164.116,220240,4,2018
4aMBthyrceSKD9omq25HgA,Só os Loucos Sabem,Charlie Brown Jr.,0.39,0.396,7,-8.18,1,0.738,0.0,0.0991,0.57,192.178,210493,4,2018
1SniLCGHvhHJAiGe3hLboq,Green Garden,Laura Mvula,0.708,0.697,1,-6.959,0,0.0766,1.68e-05,0.104,0.268,106.001,249533,4,2018
28YLWwEB6xnJQYN7e062rH,Tell Your Friends,The Weeknd,0.584,0.455,1,-11.066,0,0.246,0.0,0.181,0.308,74.634,334333,4,2018
3kguMbJma0qhOLniGsFlKq,Better Man,Leon Bridges,0.395,0.746,7,-4.938,1,0.219,0.0,0.123,0.671,188.267,140133,4,2018
19EnyPZhNPbRoCxAuv5pKD,Pineapple Skies,Miguel,0.654,0.587,10,-6.331,1,0.026,0.0,0.589,0.288,100.014,281360,4,2018
6halTMaQ0c9rUw2uT2F4s1,Black Man In A White World,Michael Kiwanuka,0.607,0.839,7,-7.861,1,0.469,0.000236,0.0732,0.703,103.724,258960,4,2018
5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,Benny Sings,0.756,0.609,3,-7.927,1,0.217,0.00474,0.096,0.537,117.023,155720,4,2018
1Pw8akFkotfgXCJJShq7oh,Postal dos correios,Rio Grande,0.691,0.337,7,-7.881,1,0.494,0.0,0.123,0.561,113.364,161333,4,2018
0Cjkwdd0w3cazvtZJ5e8ax,Ego,Bibi Bourelly,0.618,0.642,5,-4.205,1,0.0638,0.0,0.373,0.51,99.944,204693,4,2018
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,0.544,0.552,9,-7.45,1,0.67,4.57e-05,0.415,0.554,159.738,184516,3,2018
6ROhm6gtkd6SDets7Jz9d6,Não Existe Amor em Sp,Criolo,0.604,0.412,5,-9.527,0,0.391,0.016,0.0759,0.346,142.002,280033,4,2018
1TdfRFmp4z1h2ecflxCaV3,California Love,2Pac,0.658,0.87,5,-3.019,1,0.0275,0.0,0.656,0.791,91.647,348000,4,2018
64B4oO2vgOsGGSPh0wIUtf,Eu Vou,Sp Deville,0.702,0.799,6,-7.724,1,0.0885,2.11e-05,0.0804,0.197,148.059,239880,4,2018
4WGyY671Z37inSpCTBJoIm,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.66,0.372,2,-6.025,0,0.417,0.0,0.0954,0.432,119.946,252227,3,2018
15cgafvAf6TIDHMdqZObhq,A Zul,Cálculo,0.739,0.481,10,-8.43,0,0.162,3.72e-06,0.0646,0.78,94.074,238787,4,2018
1R6hlXECMJgMvgHwNpW9XX,face the sun (feat. Lenny Kravitz),Lenny Kravitz,0.422,0.808,5,-4.601,1,0.248,0.0,0.137,0.16,130.931,272693,4,2018
6O2NWKNJsXwZdFiMPzYwZ7,Tinta da Raiz,Slow J,0.751,0.376,1,-11.661,0,0.127,0.0,0.104,0.519,97.067,136060,4,2018
4oWGtWd4deNrZZOopdmCwz,Se Não Acordar Amanhã,Piruka,0.712,0.522,7,-7.337,1,0.652,9.39e-06,0.0821,0.477,145.006,204760,4,2018
5JEO1u99T4EjttBPwtsLcY,New Religion,Jazz Cartier,0.785,0.699,5,-5.011,1,0.0718,0.0,0.0805,0.481,108.041,236466,3,2018
6MJtJ9rIIOyAnhaReWVPzk,Let Me Go,Maverick Sabre,0.525,0.925,10,-4.487,0,0.0162,0.0,0.383,0.64,143.983,211227,4,2018
5zrZHMklhOXABpnBl0EMBN,Novacane,Frank Ocean,0.763,0.516,3,-9.267,1,0.0542,0.000689,0.162,0.363,93.5,302347,4,2018
4AjEhlel30bGtsHCLLRH9f,Dreams,Fabolous,0.772,0.539,9,-5.757,1,0.329,0.0,0.6,0.442,126.933,249966,4,2018
5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,0.621,0.199,10,-13.788,1,0.976,0.00186,0.107,0.178,128.905,218160,4,2018
5yGVHzJ2Se8pDzR7FIYUlU,Home Again,Michael Kiwanuka,0.564,0.32,9,-11.473,0,0.706,0.0,0.123,0.266,85.891,209920,4,2018
5SqSckut3FcoQKmGkMWgp1,Often,The Weeknd,0.571,0.612,7,-9.851,0,0.229,0.0,0.127,0.0812,133.995,249040,4,2018
5EA06TsQmqmQXZiEhr1AaM,Coming Home,Leon Bridges,0.427,0.465,6,-6.595,1,0.461,5.52e-05,0.154,0.458,112.137,206387,3,2018
3I0w0pdn5s2W44gGmBxsa0,Amanhã Tou Melhor,Capitão Fausto,0.648,0.675,2,-6.57,0,0.206,0.0,0.108,0.884,124.128,206733,4,2018
6fTdcGsjxlAD9PSkoPaLMX,Sunday Candy,Donnie Trumpet & The Social Experiment,0.511,0.596,0,-6.56,1,0.53,0.0,0.0798,0.554,158.063,226014,4,2018
3eze1OsZ1rqeXkKStNfTmi,Juke Jam (feat. Justin Bieber & Towkio),Towkio,0.505,0.397,5,-9.349,1,0.716,0.0,0.0853,0.558,95.063,219683,1,2018
6h5IlvRJ2ZNPloCOdzUmyW,Come Down,Anderson .Paak,0.82,0.908,10,-6.151,0,0.328,0.00155,0.296,0.919,98.381,176693,4,2018
3ujI5Tb5sebqIq2uvXL3UW,Astronauta,Lulu Santos,0.771,0.576,11,-6.036,0,0.515,0.00069,0.174,0.605,95.995,283760,4,2018
7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,0.466,0.548,5,-9.362,0,0.42,1.01e-06,0.113,0.423,89.815,307151,4,2018
5mmn71F6MsPW84eOjT4XKk,Salvar o Mundo,Cálculo,0.803,0.454,9,-8.042,0,0.0795,1.16e-06,0.317,0.572,94.976,178421,4,2018
5uIMnjPO0oXENZAJ5k8Ehh,Blues Hand Me Down,Vintage Trouble,0.399,0.97,5,-3.381,0,0.00298,0.000113,0.116,0.701,161.801,225853,4,2018
5WIcg3ItGo5xCe8ExcY9Ax,what's normal anyway,Miguel,0.649,0.749,6,-6.454,0,0.485,0.000539,0.188,0.343,100.995,193760,4,2018
1bidGYLF9SSG4QfS3byUv6,Tudo O Que Eu Te Dou,Pedro Abrunhosa,0.423,0.113,3,-18.047,1,0.947,0.27,0.0876,0.148,94.159,233533,4,2018
17vQTNbvhpvi92qOnDOFHB,The Law (feat. Mac Miller & Rapsody),Rapsody,0.744,0.637,1,-7.297,0,0.249,0.0,0.0965,0.697,139.882,329208,4,2018
0MFj1bBmr0c1JN99Htn0OY,Martyrs,Mick Jenkins,0.619,0.607,1,-9.483,1,0.206,0.0,0.113,0.202,97.899,219339,4,2018
1QkrPJj7z5zMZW9QRGzwkc,Buracos Negros,Sp Deville,0.325,0.451,9,-8.835,0,0.234,0.000628,0.0971,0.118,139.884,302548,4,2018
3eLoBXjM4tYj1QR1lLFh7s,"Over Much (feat. Alex Wiley, Caleb James)",Caleb James,0.822,0.655,8,-5.432,1,0.0705,0.0,0.096,0.669,142.011,217000,4,2018
0HU8CeTestQjoRF2ekaLqx,Stoney,Bjrknc,0.735,0.639,6,-7.464,0,0.295,0.0,0.108,0.695,158.865,211296,4,2018
2zk7TQx9Xa4yxYmsjgDCPp,Somehow.,Phony Ppl,0.502,0.399,11,-9.934,1,0.719,0.00363,0.645,0.124,92.904,230973,4,2018
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,0.567,0.388,9,-9.579,0,0.782,0.000309,0.248,0.452,116.362,249191,4,2018
5aQhZF4zbD4BZcFnmZJLPh,Cristalina,Slow J,0.636,0.0158,0,-22.799,1,0.969,6.78e-06,0.0779,0.0703,80.923,238377,4,2018
3A0hoy41ilBIttiuTMA2RX,Dead Or Alive,Jazz Cartier,0.424,0.798,5,-5.583,1,0.17,0.0,0.174,0.637,205.276,194947,4,2018
3Ta3a06kFTBkqADHg4J6KH,Jupiter,Benjamin Clementine,0.719,0.483,7,-10.723,0,0.555,0.000137,0.687,0.609,85.981,161000,4,2018
20cbGw4DpRYSVapv3RQkx7,Fé na Luta,Tais Alvarenga,0.652,0.613,1,-9.97,1,0.349,1.45e-06,0.117,0.111,86.95,217083,4,2018
2Uvy6SkNqxvnH1W68dymxG,Redbone,Childish Gambino,0.745,0.359,1,-10.429,1,0.192,0.00628,0.138,0.55,160.123,326933,4,2018
47aeY6IupdZAkLVoe5atUB,Run Like The River,Vintage Trouble,0.649,0.944,2,-4.518,1,0.0158,4.41e-05,0.161,0.489,126.059,219745,4,2018
0VHqu9W2LhBgTzPIjpTfFp,I Need,Maverick Sabre,0.503,0.515,0,-5.596,1,0.363,0.0,0.041,0.446,93.089,240453,4,2018
6t1ahr2f1t9iSjjNFwFb4C,Jungle,Tash Sultana,0.589,0.699,1,-5.883,0,0.285,8.11e-05,0.0881,0.496,145.997,315603,4,2019
7mptueK99zxqmgIdT3SaWF,Spirit Bird,Xavier Rudd,0.392,0.315,0,-10.371,1,0.488,0.0,0.127,0.253,126.243,429236,4,2019
1B0BQaSRHxhI0AUlItY3LK,MALAMENTE - Cap.1: Augurio,ROSALÍA,0.893,0.482,0,-4.779,0,0.549,0.0164,0.0752,0.53,97.975,150027,4,2019
0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,0.743,0.347,1,-11.174,1,0.167,0.00951,0.103,0.572,160.143,326933,4,2019
0NnVzBW6TJLaEzcyXjqRDH,Mystik,Tash Sultana,0.548,0.699,2,-7.149,0,0.0223,0.000392,0.0903,0.308,132.798,249296,4,2019
5TBsLU9TSxjDLzMpsEgJsv,Drinkee,Sofi Tukker,0.771,0.69,2,-7.595,1,0.0492,0.629,0.134,0.346,115.009,299294,4,2019
1PfUKiMDKIlPEF9FfdJawc,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0.492,0.144,7,-10.125,1,0.965,1.84e-06,0.161,0.274,164.839,324302,3,2019
3vgiIJW3iSQRRvgYiW86i9,Brillo,ROSALÍA,0.535,0.384,9,-10.049,0,0.89,0.0,0.0964,0.767,145.947,159573,4,2019
6qX4gWRXTRPIrEfNuNaYye,Beat 54 (All Good Now),Jungle,0.646,0.695,2,-6.34,1,0.517,0.00687,0.154,0.513,105.986,246815,4,2019
5eH5Sz2mBFVifIjTE8nLa6,Storm Boy,Xavier Rudd,0.51,0.532,7,-10.408,1,0.782,0.0,0.119,0.426,131.864,239084,4,2019
3KS09EvUKTtPgTHbBBsLCw,Follow the Sun,Xavier Rudd,0.613,0.391,0,-10.749,1,0.532,2.63e-05,0.109,0.218,123.985,255493,4,2019
2Sfl7odHUmG7qc8SbqUyzE,DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,0.794,0.534,8,-6.47,0,0.885,5.18e-05,0.314,0.547,91.871,162377,4,2019
4hmbwcUs392W3YQzpO0fcj,Notion,Tash Sultana,0.504,0.422,4,-6.58,0,0.391,0.00877,0.184,0.0735,121.979,341000,4,2019
76bcaYeKOKTrj9lEc9BZFU,Quando Bate Aquela Saudade,Rubel,0.55,0.314,7,-14.133,1,0.895,0.0107,0.188,0.595,90.088,394707,4,2019
2P55WGr4ykdZWXdmY9UlJC,Come Let Go,Xavier Rudd,0.543,0.542,7,-8.649,1,0.113,0.0512,0.39,0.261,140.092,412227,4,2019
5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,Frank Ocean,0.721,0.339,0,-11.195,1,0.409,0.00153,0.0973,0.2,129.83,200747,4,2019
7a7GQ5TxTUMF2LozDdml6V,"Capitão Romance (Aventuras No Mundo, Cap. I - Rumo À Verdade)",Gordon Gano,0.433,0.497,11,-9.284,1,0.699,0.0,0.311,0.572,147.823,229667,4,2019
5r8mGKhCDIVWb3AG4hm0l0,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,0.647,0.676,8,-6.025,1,0.0909,0.0227,0.0947,0.41,164.51,193767,3,2019
53wIXzJGXvoAvsBLfs0eQT,Walk Away,Xavier Rudd,0.528,0.488,11,-9.239,1,0.541,8.21e-05,0.103,0.348,120.76,235106,4,2019
